name,html_url
pawansingh972,https://github.com/lingonsaft/hacktoberfest/issues/1000
rishipappu,https://github.com/lingonsaft/hacktoberfest/issues/945
klauskpm,https://github.com/abahmed/Deer/issues/154
abykal,https://github.com/lingonsaft/hacktoberfest/issues/743
norech,https://github.com/lingonsaft/hacktoberfest/issues/484
saurabhkoshatwar,https://github.com/lingonsaft/hacktoberfest/issues/482
kev1nboer,https://github.com/lingonsaft/hacktoberfest/issues/298
LinaJohnson,https://github.com/lingonsaft/hacktoberfest/issues/254
kwaimind,https://github.com/lingonsaft/hacktoberfest/issues/89
pavan-choudhary,https://github.com/lingonsaft/hacktoberfest/issues/18
satya-vinay,https://github.com/lingonsaft/hacktoberfest/issues/7
Dansvidania,https://github.com/PostgREST/postgrest/issues/1186
hchho,https://github.com/gchq/gaffer-tools/issues/599
festMikolaj,https://github.com/abahmed/Deer/issues/136
mzaman07,https://github.com/dart-lang/site-www/issues/1081
mohitsaxenaknoldus,https://github.com/dart-lang/site-www/issues/1073
n288TJYRX,https://github.com/gchq/gaffer-tools/issues/536
archime,https://github.com/opsdroid/opsdroid/issues/532
mathison54,https://github.com/SFUSatClub/obc-firmware/issues/57
Sharpie,https://github.com/jaegertracing/jaeger-client-java/issues/380
SolarDrew,https://github.com/opsdroid/opsdroid/issues/511
athampy,https://github.com/envoyproxy/envoy/issues/2897
allison-zhao,https://github.com/dart-lang/site-www/issues/683
pschichtel,https://github.com/jaegertracing/jaeger-client-java/issues/369
AhmedSa-mir,https://github.com/abahmed/Deer/issues/49
sbeesm,https://github.com/opsdroid/opsdroid/issues/477
g609bmsma,https://github.com/gchq/gaffer-tools/issues/410
brian-pane,https://github.com/envoyproxy/envoy/issues/2651
kevintchan,https://github.com/envoyproxy/envoy/issues/2544
shakti-das,https://github.com/envoyproxy/envoy/issues/2535
mandarjog,https://github.com/envoyproxy/envoy/issues/2484
darkdarkdragon,https://github.com/gitcoinco/web/issues/259
bmadhavan,https://github.com/envoyproxy/envoy/issues/2412
mccv,https://github.com/envoyproxy/envoy/issues/2139
syml,https://github.com/envoyproxy/envoy/issues/2085
devinsba,https://github.com/envoyproxy/envoy/issues/2058
adityac8,https://github.com/opsdroid/opsdroid/issues/321
tommyp1ckles,https://github.com/envoyproxy/envoy/issues/1963
filabrazilska,https://github.com/envoyproxy/envoy/issues/1728
WeinaJi,https://github.com/BlueBrain/CoreNeuron/issues/41
ZackTaylor,https://github.com/rubycorns/rorganize.it/issues/562
Alhetus,https://github.com/KhronosGroup/COLLADA2GLTF/issues/68
Amndeep7,https://github.com/google/earthenterprise/issues/303
share-with-me,https://github.com/apertium/apertium-html-tools/issues/122
amoeba,https://github.com/ropensci/brranching/issues/26
Purukitto,https://github.com/dart-lang/site-www/issues/250
bikrambhattacharya,https://github.com/CodersOS/create/issues/12
mdalmazan,https://github.com/makersacademy/preparetocode/issues/56
aakselrod,https://github.com/lightningnetwork/lnd/issues/83
gavinkalika,https://github.com/voteamerica/voteamerica.github.io/issues/211
andrewshvv,https://github.com/lightningnetwork/lnd/issues/29
pandaxtc,https://github.com/dart-lang/site-www/issues/72
leshow,https://github.com/gluon-lang/gluon/issues/23
dominicraf,https://github.com/rdiff-backup/rdiff-backup/issues/1
mschickensoup,https://github.com/apache/airflow/issues/8271
kosist,https://github.com/dotnet/docs/issues/17807
alexandraabbas,https://github.com/apache/airflow/issues/8200
iamshwin,https://github.com/apache/airflow/issues/8163
szn,https://github.com/apache/airflow/issues/8088
ndjman7,https://github.com/python/mypy/issues/8608
longfangsong,https://github.com/pingcap/tidb/issues/15611
imskr,https://github.com/fossasia/open-event-server/issues/6892
sunl888,https://github.com/pingcap/tidb/issues/15554
encircled,https://github.com/JetBrains/Exposed/issues/836
cdunford,https://github.com/roboll/helmfile/issues/1140
Yisaer,https://github.com/pingcap/tidb/issues/15224
salonigupta1,https://github.com/fossasia/open-event-server/issues/6862
machine424,https://github.com/roboll/helmfile/issues/1104
giovanni-bertoncelli,https://github.com/fastify/fastify-swagger/issues/228
martin-schiffner,https://github.com/cockpit-project/cockpit/issues/13541
Muks14x,https://github.com/python/mypy/issues/8372
Unattend,https://github.com/python/mypy/issues/8353
thekuom,https://github.com/graphql-rust/juniper/issues/501
zhang555,https://github.com/pingcap/tidb/issues/14567
Fsalker,https://github.com/webiny/webiny-js/issues/667
le0tan,https://github.com/python/mypy/issues/8289
stoksc,https://github.com/pingcap/tidb/issues/14488
tejasvaidhyadev,https://github.com/JuliaText/TextAnalysis.jl/issues/182
Tigermouthbear,https://github.com/kami-blue/client/issues/358
hoesler,https://github.com/roboll/helmfile/issues/1050
orcutt989,https://github.com/mre/timelapse/issues/31
sourabhdharpure,https://github.com/boostorg/gil/issues/412
Thihup,https://github.com/boostorg/gil/issues/410
Rits1272,https://github.com/fossasia/open-event-server/issues/6659
programmer04,https://github.com/microsoft/vscode-go/issues/2943
FooTaGe,https://github.com/python/mypy/issues/8069
davidzwa,https://github.com/python/mypy/issues/8029
rahulrj,https://github.com/python/mypy/issues/7994
aghast,https://github.com/python/mypy/issues/7968
enmesarru,https://github.com/webiny/webiny-js/issues/615
jianzhiyao,https://github.com/pingcap/tidb/issues/13459
mahjonp,https://github.com/pingcap/tidb/issues/13456
Zabari,https://github.com/osquery/osquery/issues/6015
csmadhav,https://github.com/microsoft/vscode-go/issues/2880
Swap76,https://github.com/fossasia/open-event-server/issues/6556
nnrepos,https://github.com/fossasia/open-event-server/issues/6552
davidzwa,https://github.com/python/mypy/issues/7768
rbstrachan,https://github.com/fossasia/open-event-server/issues/6527
Grommers00,https://github.com/earthiverse/picknic/issues/15
daviccardoso,https://github.com/hackoregon/civic/issues/1069
Coronon,https://github.com/python/mypy/issues/7539
Tlazypanda,https://github.com/fossasia/open-event-server/issues/6451
gedigi,https://github.com/hashicorp/vault/issues/7485
codedsun,https://github.com/fossasia/open-event-server/issues/6448
codedsun,https://github.com/fossasia/open-event-server/issues/6448
asha15,https://github.com/fossasia/codeheat.org/issues/210
Tilak999,https://github.com/Mte90/GlotDict/issues/245
KKS161994,https://github.com/fossasia/susi_android/issues/2368
ethan-leba,https://github.com/python/mypy/issues/7405
ansarkmemon,https://github.com/edgi-govdata-archiving/web-monitoring-db/issues/583
jakejx,https://github.com/emacs-lsp/lsp-mode/issues/985
MetalDent,https://github.com/cockpit-project/cockpit/issues/12614
AFanaei,https://github.com/python/mypy/issues/7319
svalentin,https://github.com/python/mypy/issues/7301
travisgroth,https://github.com/roboll/helmfile/issues/782
jscode017,https://github.com/hashicorp/raft/issues/358
katjone,https://github.com/edgi-govdata-archiving/web-monitoring-ui/issues/382
jvikman,https://github.com/EuroPython/epcon/issues/1083
sameshl,https://github.com/fossasia/open-event-server/issues/6185
amit-jha-cmd,https://github.com/python/mypy/issues/7189
mkwhalen,https://github.com/dotnet/docs/issues/13272
WardsParadox,https://github.com/micromdm/micromdm/issues/598
nootanghimire,https://github.com/rust-lang/rustfmt/issues/3644
alx168,https://github.com/dotnet/docs/issues/12689
davidfloyd91,https://github.com/hackoregon/civic/issues/592
ram-nad,https://github.com/fossasia/open-event-server/issues/5985
olivierboudet,https://github.com/roboll/helmfile/issues/629
tamayika,https://github.com/microsoft/vscode-go/issues/2527
CreepySkeleton,https://github.com/rust-lang/rustfmt/issues/3549
samanthakem,https://github.com/microsoft/vscode-go/issues/2509
PattenR,https://github.com/python/mypy/issues/6798
abferris,https://github.com/hackoregon/civic/issues/495
smcri,https://github.com/fossasia/open-event-server/issues/5872
pyaillet,https://github.com/cilium/cilium/issues/7634
sundl123,https://github.com/pingcap/tidb/issues/9847
Debiancc,https://github.com/pingcap/tidb/issues/9770
dornelasN,https://github.com/decred/politeiagui/issues/1029
dornelasN,https://github.com/decred/politeiagui/issues/1028
u5surf,https://github.com/pingcap/tidb/issues/9285
jd2rogers2,https://github.com/mochajs/mocha/issues/3714
MarioDiaz98,https://github.com/mochajs/mocha/issues/3705
j2ba,https://github.com/dotnet/docs/issues/10159
XamlBrewer,https://github.com/dotnet/docs/issues/9944
Kubik2000,https://github.com/dotnet/docs/issues/9935
t4lz,https://github.com/python/mypy/issues/6172
AnOctopus,https://github.com/python/mypy/issues/6125
aggressivepixels,https://github.com/microsoft/vscode-go/issues/2191
ziyi-yan,https://github.com/pingcap/tidb/issues/8539
antonio-salieri,https://github.com/mainflux/mainflux/issues/442
hoanga,https://github.com/mainflux/mainflux/issues/435
diegolucasb,https://github.com/mozilla-lockwise/lockwise-android/issues/175
diogogmt,https://github.com/microsoft/vscode-go/issues/2045
BrunoFenzl,https://github.com/stdlib-js/stdlib/issues/236
elskhn,https://github.com/nodeschool/vancouver/issues/81
mike-nguyen,https://github.com/coreos/rpm-ostree/issues/1613
SoundharyaKamaraj,https://github.com/functionaljava/functionaljava/issues/371
nevi-me,https://github.com/improbable-eng/grpc-web/issues/245
witten,https://github.com/roboll/helmfile/issues/326
svipas,https://github.com/microsoft/vscode-go/issues/1917
jimmywarting,https://github.com/nodejs/readable-stream/issues/361
ktr0731,https://github.com/improbable-eng/grpc-web/issues/228
yu34po,https://github.com/pingcap/tidb/issues/7591
0xch4z,https://github.com/microsoft/vscode-go/issues/1905
ToothlessGear,https://github.com/microsoft/vscode-go/issues/1890
ragurney,https://github.com/microsoft/vscode-go/issues/1889
clark1013,https://github.com/pingcap/tidb/issues/7367
max-sixty,https://github.com/rust-lang/rustfmt/issues/2887
morgo,https://github.com/pingcap/tidb/issues/7267
vimalk78,https://github.com/microsoft/vscode-go/issues/1822
qzyse2017,https://github.com/microsoft/vscode-go/issues/1780
kaskavalci,https://github.com/microsoft/vscode-go/issues/1779
fleck,https://github.com/imgix/drift/issues/68
sphawk,https://github.com/microsoft/vscode-go/issues/1732
wuudjac,https://github.com/pingcap/tidb/issues/6774
jasonkeene,https://github.com/allegro/bigcache/issues/82
btellstrom,https://github.com/eclipse/repairnator/issues/566
vincent-prz,https://github.com/python/mypy/issues/5037
matys18,https://github.com/python/mypy/issues/5025
mbenkmann,https://github.com/microsoft/vscode-go/issues/1656
tomdionysus,https://github.com/martysweet/cfn-lint/issues/134
Marthog,https://github.com/rust-lang/rustfmt/issues/2579
0xmachos,https://github.com/kolide/launcher/issues/243
mkorejo,https://github.com/microsoft/vscode-go/issues/1471
allisonkarlitskaya,https://github.com/cockpit-project/cockpit/issues/8445
hswolff,https://github.com/mochajs/mocha/issues/3181
vorotynsky,https://github.com/JetBrains/Exposed/issues/224
cs-cordero,https://github.com/python/mypy/issues/4317
marlungu,https://github.com/edgi-govdata-archiving/web-monitoring-ui/issues/155
cheesedosa,https://github.com/microsoft/vscode-go/issues/1295
Marcel-Lambacher,https://github.com/coreos/rpm-ostree/issues/1068
kcaebe,https://github.com/python/mypy/issues/4103
rpeshkov,https://github.com/microsoft/vscode-go/issues/1049
bidrohi,https://github.com/microsoft/vscode-go/issues/1029
guilhermehubner,https://github.com/pingcap/tidb/issues/3305
kode4food,https://github.com/microsoft/vscode-go/issues/942
prmathur-microsoft,https://github.com/eclipse/paho.mqtt.java/issues/357
GarretReece,https://github.com/osquery/osquery/issues/3152
loyaltyarm,https://github.com/micromdm/micromdm/issues/103
joejuzl,https://github.com/python/mypy/issues/2797
juicemia,https://github.com/microsoft/vscode-go/issues/716
bancek,https://github.com/microsoft/vscode-go/issues/632
rafaelcaricio,https://github.com/python/mypy/issues/2463
lqd,https://github.com/rust-lang/rustfmt/issues/945
internet-alex,https://github.com/github-changelog-generator/github-changelog-generator/issues/367
Smana,https://github.com/cockpit-project/cockpit/issues/4101
brandtbucher,https://github.com/python/mypy/issues/1032
marcodoordash,https://github.com/python/mypy/issues/824
programmer04,https://github.com/hashicorp/raft/issues/57
rabee333,https://github.com/microsoft/presidio/issues/241
ryansmccoy,https://github.com/busy-beaver-dev/busy-beaver/issues/128
toural,https://github.com/Qiskit/qiskit-terra/issues/3070
underfin,https://github.com/angular/angular/issues/30281
dosentmatter,https://github.com/babel/babel/issues/10785
jrodel17,https://github.com/aau-giraf/weekplanner/issues/233
yinjihuan,https://github.com/alibaba/Sentinel/issues/733
agbanagba,https://github.com/weaveworks/eksctl/issues/1616
qualitymanifest,https://github.com/nodejs/node/issues/30721
whothey,https://github.com/grafana/loki/issues/1338
dshulyak,https://github.com/cosmos/cosmos-sdk/issues/5344
ciphereck,https://github.com/commons-app/apps-android-commons/issues/3235
prateekcode,https://github.com/oss2019/instigo-android/issues/6
haofangyuan,https://github.com/alibaba/Sentinel/issues/731
hisenyuan,https://github.com/alibaba/Sentinel/issues/728
Exferro,https://github.com/Qiskit/qiskit-terra/issues/2310
ahmad-reza619,https://github.com/gatsbyjs/gatsby/issues/19870
rajvaibhavdubey,https://github.com/kubernetes/website/issues/14160
vvmnnnkv,https://github.com/tensorflow/swift-models/issues/146
hbina,https://github.com/amethyst/evoli/issues/51
notoriousmango,https://github.com/facebook/jest/issues/9240
sowmiyamuthuraman,https://github.com/thescientist13/git-explorer/issues/12
divbhasin,https://github.com/babel/babel/issues/9936
weakish,https://github.com/python273/telegraph/issues/21
saturn-network,https://github.com/saturn-network/saturn.js/issues/1
Samrose-Ahmed,https://github.com/aws/aws-cdk/issues/5238
fatsheep9146,https://github.com/thanos-io/thanos/issues/1810
xerofun,https://github.com/aws/aws-cdk/issues/5236
whizsid,https://github.com/microsoft/vscode/issues/85734
Monkeyanator,https://github.com/open-telemetry/opentelemetry-rust/issues/11
tienpham94,https://github.com/styleguidist/react-styleguidist/issues/1351
Silvenga,https://github.com/dotnet/iot/issues/399
ScottBWar,https://github.com/whyboris/Video-Hub-App/issues/318
Guilhermeslucas,https://github.com/Azure/aks-engine/issues/1204
klangner,https://github.com/zio/zio-keeper/issues/116
andresrcc,https://github.com/tc39/proposal-promise-any/issues/22
ZheniaTrochun,https://github.com/zio/zio-keeper/issues/115
ChristopherB737,https://github.com/ethereum/go-ethereum/issues/19517
Kalvisan,https://github.com/sweetalert2/sweetalert2-themes/issues/15
tiagostutz,https://github.com/sweetalert2/sweetalert2-themes/issues/13
REJack,https://github.com/sweetalert2/sweetalert2-themes/issues/12
dpkm95,https://github.com/WordPress/gutenberg/issues/18767
miltolstoy,https://github.com/CoatiSoftware/Sourcetrail/issues/802
Sangarshanan,https://github.com/geopandas/geopandas/issues/1224
yeonjuan,https://github.com/babel/babel/issues/10769
thef1stofhername,https://github.com/Submitty/Submitty/issues/3628
juanpaucar,https://github.com/polysemy-research/polysemy/issues/286
elit-altum,https://github.com/processing/p5.js-web-editor/issues/1218
marcusleg,https://github.com/syncthing/syncthing/issues/6190
PaulBeslin,https://github.com/MovingBlocks/Terasology/issues/3670
mdb,https://github.com/vinyldns/vinyldns-java/issues/65
fenglixa,https://github.com/kubeflow/fairing/issues/426
ssong,https://github.com/cypress-io/github-action/issues/45
yvmunayev,https://github.com/nexxtway/react-rainbow/issues/1165
jridgewell,https://github.com/microsoft/vscode-maven/issues/316
gauravr,https://github.com/iterative/dvc/issues/1952
neild0,https://github.com/tensorflow/swift/issues/185
jorgheymans,https://github.com/tchiotludo/akhq/issues/153
andrewjohnson2,https://github.com/elastic/elasticsearch/issues/49554
krisztianb,https://github.com/typescript-eslint/typescript-eslint/issues/491
superwizard2019,https://github.com/pytorch/glow/issues/2831
AlokTakshak,https://github.com/eslint/eslint/issues/11666
Showtim3,https://github.com/oppia/oppia/issues/6683
liujiajun,https://github.com/nusmodifications/nusmods/issues/2328
sarthak212,https://github.com/Cloud-CV/EvalAI/issues/2296
8ctopus,https://github.com/CleverRaven/Cataclysm-DDA/issues/30111
chriskim06,https://github.com/kubernetes-sigs/krew/issues/402
pcowgill,https://github.com/lerna/lerna/issues/2062
rjenkins,https://github.com/iovisor/bpftrace/issues/584
PypWalters,https://github.com/WordPress/gutenberg/issues/18711
sri-desai,https://github.com/pytorch/glow/issues/2812
LoganArnett,https://github.com/JamesSingleton/hooks-arsenal/issues/16
abcdefgs0324,https://github.com/kubeflow/fairing/issues/229
easkay,https://github.com/elastic/beats/issues/11975
karim-elngr,https://github.com/apple/servicetalk/issues/878
goloroden,https://github.com/algolia/react-element-to-jsx-string/issues/474
alexmitelman,https://github.com/tiangolo/fastapi/issues/190
tellthemachines,https://github.com/WordPress/gutenberg/issues/15240
kirillbobyrev,https://github.com/tensorflow/swift-models/issues/133
nicklasmoeller,https://github.com/amethyst/evoli/issues/26
matej-g,https://github.com/linkerd/linkerd2/issues/2762
mkg20001,https://github.com/cosmos/cosmos-sdk/issues/4215
mgibowski,https://github.com/zio/zio/issues/804
stromsvag,https://github.com/cuelang/cue/issues/182
goncaloValentim,https://github.com/tchiotludo/akhq/issues/150
johnwildes,https://github.com/Azure/azure-cli/issues/9223
smnh,https://github.com/netlify/netlify-cms/issues/2307
alasher,https://github.com/rust-windowing/winit/issues/855
EduardoGascaCervantes,https://github.com/jorge-gasca/website/issues/6
Shubhamchinda,https://github.com/taskcluster/taskcluster/issues/639
stone-z,https://github.com/zricethezav/gitleaks/issues/200
ChrisKS,https://github.com/aau-giraf/weekplanner/issues/200
kateOmally,https://github.com/commons-app/apps-android-commons/issues/2931
IshankGulati,https://github.com/mattermost/mattermost-server/issues/10720
ivanaairenee,https://github.com/mattermost/mattermost-server/issues/10721
Wipeout55,https://github.com/mattermost/mattermost-server/issues/10717
woolimcho,https://github.com/mattermost/mattermost-server/issues/10713
farhadab,https://github.com/mattermost/mattermost-server/issues/10712
LiSa20120,https://github.com/opencv/cvat/issues/427
anmol5varma,https://github.com/strdr4605/mockingcase/issues/36
rafaelmg83,https://github.com/nexxtway/react-rainbow/issues/1155
debugloop,https://github.com/prometheus/snmp_exporter/issues/405
CloseChoice,https://github.com/pandas-dev/pandas/issues/26209
JoseCarloBastos,https://github.com/nexxtway/react-rainbow/issues/1154
cstoddart,https://github.com/gatsbyjs/gatsby/issues/19634
bblagojevic94,https://github.com/zio/zio/issues/2287
Manish-Giri,https://github.com/taskcluster/taskcluster/issues/2031
patrick-salvatore,https://github.com/osmlab/name-suggestion-index/issues/2585
lqdev,https://github.com/dotnet/spark/issues/13
Usamaliaquat123,https://github.com/nodejs/nodejs.dev/issues/370
themaverikk,https://github.com/mattermost/mattermost-plugin-jira/issues/391
jesperhansen17,https://github.com/operator-framework/operator-sdk/issues/2218
ckadluba,https://github.com/dotnet/aspnetcore/issues/17205
ziyadedher,https://github.com/ray-project/ray/issues/4687
kingsleyzissou,https://github.com/aerogear/offix/issues/255
edbzn,https://github.com/ngrx/platform/issues/1790
VineethReddy02,https://github.com/open-telemetry/opentelemetry-go/issues/329
thewindsofwinter,https://github.com/apertium/phenny/issues/491
climber73,https://github.com/tendermint/tendermint/issues/3585
philihp,https://github.com/internetarchive/openlibrary/issues/2086
TheDoctor314,https://github.com/polybar/polybar/issues/1750
mickykebe,https://github.com/puppeteer/puppeteer/issues/4323
cezkuj,https://github.com/grafana/tanka/issues/115
LarssonOliver,https://github.com/microsoft/vscode/issues/84983
Anupam-dagar,https://github.com/elastic/eui/issues/1866
MohabMohamed,https://github.com/portainer/portainer/issues/2844
amy12xx,https://github.com/pandas-dev/pandas/issues/26182
bbeesley,https://github.com/JamesSingleton/react-building-modules/issues/1
Sangarshanan,https://github.com/pypa/packaging/issues/235
sainthkh,https://github.com/elastic/kibana/issues/35391
prashkup,https://github.com/JasonFritsche/BreweryFinder/issues/82
jakekara,https://github.com/Jungwoo-An/react-editor-js/issues/11
anamritraj,https://github.com/gatsbyjs/gatsby/issues/13511
HelenShy,https://github.com/aio-libs/create-aio-app/issues/100
yoann9344,https://github.com/tko22/flask-boilerplate/issues/21
barakyosi,https://github.com/welldone-software/why-did-you-render/issues/74
sayboras,https://github.com/aws/aws-cdk/issues/5043
dcrodman,https://github.com/sourcegraph/sourcegraph/issues/6607
przala,https://github.com/apple/swift-nio/issues/1249
kennethtran93,https://github.com/Cookie-AutoDelete/Cookie-AutoDelete/issues/521
balandi1,https://github.com/spdfg/elektron/issues/17
timkra,https://github.com/prometheus/consul_exporter/issues/150
brianstrauch,https://github.com/confluentinc/ksql/issues/3838
IvanRubanov,https://github.com/iterative/dvc/issues/2788
NHPatterson,https://github.com/napari/napari/issues/691
benjaminr,https://github.com/biopython/biopython/issues/2015
damianwojtkowski,https://github.com/CodeForPoznan/alinka-electron/issues/96
StefanoPolla,https://github.com/quantumlib/OpenFermion/issues/542
KarlaChen,https://github.com/elastic/eui/issues/2525
jesperhansen17,https://github.com/mattermost/mattermost-server/issues/10642
averrin,https://github.com/OpenDiablo2/OpenDiablo2/issues/154
NishealJ,https://github.com/facebook/docusaurus/issues/1368
MNie,https://github.com/YoloDev/YoloDev.Expecto.TestSdk/issues/26
michal-granec,https://github.com/elastic/apm-agent-ruby/issues/388
andersosthus,https://github.com/elastic/search-ui/issues/194
monsij,https://github.com/ngrx/platform/issues/1768
stephen-webb,https://github.com/microsoft/vcpkg/issues/6125
roelfjan,https://github.com/GoogleChrome/lighthouse/issues/9964
jbteves,https://github.com/nilearn/nilearn/issues/2020
bjrati,https://github.com/MycroftAI/documentation/issues/141
partiellkorrekt,https://github.com/dooboolab/react-native-iap/issues/849
leonardovillela,https://github.com/jest-community/eslint-plugin-jest/issues/244
Tarpsvo,https://github.com/mobxjs/mobx-react-lite/issues/238
YouCanKeepSilence,https://github.com/fastify/fastify/issues/1936
RomanPodymov,https://github.com/SwifterSwift/SwifterSwift/issues/673
nbearman,https://github.com/City-Bureau/city-scrapers/issues/721
neutrino2211,https://github.com/alex-saunders/glicky/issues/4
devesh-verma,https://github.com/hasura/graphql-engine/issues/3337
dorshinar,https://github.com/gatsbyjs/gatsby/issues/13399
helayoty,https://github.com/Azure/aks-engine/issues/1070
Svjard,https://github.com/fastify/fastify/issues/1932
iliesaithamouda,https://github.com/angular/angular/issues/29925
elsesiy,https://github.com/open-telemetry/opentelemetry-go/issues/306
yashukla,https://github.com/pandas-dev/pandas/issues/29547
alphaho,https://github.com/arrow-kt/arrow-meta/issues/107
shourav9884,https://github.com/marcinadd/projecty-web/issues/51
prakhar987,https://github.com/pandas-dev/pandas/issues/29544
blasterpistol,https://github.com/graphile/worker/issues/47
chobeat,https://github.com/imsnif/bandwhich/issues/4
rpgeeganage,https://github.com/microsoft/TypeScript/issues/30948
cyber-gh,https://github.com/SwifterSwift/SwifterSwift/issues/755
basavaraj96,https://github.com/whyboris/Video-Hub-App/issues/308
bluesheeptoken,https://github.com/joke2k/faker/issues/944
prabhant,https://github.com/openml/openml-python/issues/674
multum,https://github.com/sequelize/sequelize/issues/11663
channiemills,https://github.com/City-Bureau/city-scrapers/issues/719
CAVillalobos,https://github.com/commons-app/apps-android-commons/issues/2880
himanshu010,https://github.com/fossasia/open-event-frontend/issues/3620
ValdoGhafoor,https://github.com/codesthq/vuelendar/issues/6
akontaxis,https://github.com/OpenMined/PySyft/issues/2069
amexjake,https://github.com/americanexpress/parrot/issues/15
scarab5q,https://github.com/org-rs/org-rs/issues/4
cpanato,https://github.com/google/go-github/issues/1152
theashraf,https://github.com/Pinjasaur/whenisgucci/issues/132
drumonii,https://github.com/akveo/nebular/issues/1385
sangeetha5491,https://github.com/Azure/Azurite/issues/275
shekhar-rajak,https://github.com/apple/swift-nio/issues/1226
juergenpf,https://github.com/Azure/aks-engine/issues/1049
rohithreddy,https://github.com/kubeflow/kubeflow/issues/3016
kamalojasv181,https://github.com/JuliaLang/julia/issues/33798
arsenicraghav,https://github.com/HTTPArchive/almanac.httparchive.org/issues/377
padyx,https://github.com/GoogleContainerTools/jib/issues/2135
DevilzOwn,https://github.com/testcontainers/testcontainers-java/issues/1399
naveenkaushik2504,https://github.com/pandas-dev/pandas/issues/26074
JulianoGTZ,https://github.com/sweetalert2/sweetalert2/issues/1542
ptrciafae,https://github.com/Coding-Coach/find-a-mentor/issues/307
carlcherry,https://github.com/hashgraph/hedera-mirror-node/issues/366
acb14js,https://github.com/ngrx/platform/issues/2233
PierBover,https://github.com/fastify/fastify/issues/1593
lourenci,https://github.com/facebook/jest/issues/9150
seifriedc,https://github.com/remacs/remacs/issues/1430
Flowneee,https://github.com/remacs/remacs/issues/1429
SethFalco,https://github.com/readthedocs/readthedocs.org/issues/6363
henry-aj-jones,https://github.com/hashicorp/packer/issues/8351
DavidMertz,https://github.com/pydata/xarray/issues/2891
tfquirk,https://github.com/priceline/design-system/issues/475
regiskuckaertz,https://github.com/zio/zio/issues/2187
binoue,https://github.com/argoproj/argo-cd/issues/2667
aliariff,https://github.com/linkerd/linkerd2/issues/3690
TheMayoras,https://github.com/zio/zio/issues/744
cmlino,https://github.com/Submitty/Submitty/issues/4751
fdroessler,https://github.com/OpenMined/PySyft/issues/2061
alirezaghey,https://github.com/exercism/javascript/issues/667
spiritlcx,https://github.com/dtr-org/unit-e/issues/963
lizhaoxian,https://github.com/yewstack/yew/issues/726
pret-a-porter,https://github.com/renovatebot/renovate/issues/4786
faraimazh,https://github.com/Qiskit/qiskit-terra/issues/3427
hehaijin,https://github.com/ngrx/platform/issues/2226
jadireddi,https://github.com/zio/zio/issues/739
Rong-Inspur,https://github.com/openml/openml-python/issues/871
SambhaviPD,https://github.com/ritwik12/Celestial-bodies-detection/issues/41
joshestein,https://github.com/ritwik12/Celestial-bodies-detection/issues/40
joshestein,https://github.com/ritwik12/Celestial-bodies-detection/issues/39
eddumelendez,https://github.com/GoogleContainerTools/jib/issues/2130
safwanolaimat,https://github.com/google/go-github/issues/1329
Rong-Inspur,https://github.com/automl/auto-sklearn/issues/739
shivangg,https://github.com/webhintio/hint/issues/2219
shrirambalaji,https://github.com/babel/babel/issues/10673
ashwinvis,https://github.com/pydata/xarray/issues/2888
rbrishabh,https://github.com/firefox-devtools/profiler/issues/1939
jhcao23,https://github.com/ngrx/platform/issues/2220
Taym95,https://github.com/babel/babel/issues/10670
Zeko369,https://github.com/freeCodeCamp/chapter/issues/160
Geektrovert,https://github.com/pydata/xarray/issues/2886
anordin95,https://github.com/pandas-dev/pandas/issues/26051
yuvalg-MSFT,https://github.com/microsoft/vcpkg/issues/8927
anishbadri,https://github.com/oppia/oppia/issues/6582
jeryj,https://github.com/WordPress/gutenberg/issues/18334
kongzii,https://github.com/tensorflow/swift-apis/issues/545
naynasiddharth,https://github.com/argoproj/argo-cd/issues/1435
areeshatariq,https://github.com/oppia/oppia/issues/6581
attard-andrew,https://github.com/ritwik12/Celestial-bodies-detection/issues/37
alexclare,https://github.com/spotify/scio/issues/1829
Gaurav614,https://github.com/elastic/elasticsearch/issues/41073
millefalcon,https://github.com/encode/httpx/issues/504
MitchellAugustin,https://github.com/commons-app/apps-android-commons/issues/2874
denizdogan,https://github.com/wagtail/wagtail/issues/5214
vishal423,https://github.com/jhipster/jhipster-kotlin/issues/203
nihil0,https://github.com/huggingface/transfer-learning-conv-ai/issues/45
daniel-shuy,https://github.com/actions/cache/issues/59
m7mdkamal,https://github.com/containers/buildah/issues/1964
cadmuspeverell,https://github.com/mimblewimble/grin/issues/2740
ehsavoie,https://github.com/jaegertracing/jaeger-client-java/issues/669
kendricktan,https://github.com/OriginProtocol/origin/issues/1989
nic-chen,https://github.com/api7/lua-resty-etcd/issues/36
befovy,https://github.com/go-flutter-desktop/go-flutter/issues/300
jerome-nelson,https://github.com/angular/components/issues/15767
chirgjn,https://github.com/uber/baseweb/issues/1139
AndreGleichner,https://github.com/natemcmaster/CommandLineUtils/issues/303
mageirakos,https://github.com/kubeflow/website/issues/1317
HackyRoot,https://github.com/mlflow/mlflow/issues/1110
gonemad97,https://github.com/pandas-dev/pandas/issues/29399
jaferkhan,https://github.com/akka/akka/issues/28115
rjbwtr,https://github.com/jenkinsci/configuration-as-code-plugin/issues/824
gitnew2018,https://github.com/whyboris/Video-Hub-App/issues/300
Flintlozk,https://github.com/gatsbyjs/gatsby/issues/13239
